trial_type,trial_index,time_elapsed,internal_node_id,interactions,blur_events,focus_events,fullscreenenter_events,fullscreenexit_events,success,rt,stimulus,key_press,prompt,subject_id,participant_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,button_html,bonus,num_failures
pavlovia,0,2,0.0-0.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
fullscreen,1,3249,0.0-1.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
instruc_welcome,2,13429,0.0-2.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,null,run_exp/static/audio/clip_1_welcome.m4a,null,"<p>Howdy! In this experiment, you’ll be an explorer traveling through space to collect space treasure.</p><p>Your mission is to collect as much treasure as possible.</p><br><br><p><img src='run_exp/static/images/task_images/opening_img-01.jpg' height='300' width='auto'></p>",8284,261,21.62,Female,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,3,30198,0.0-3.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,null,run_exp/static/audio/clip_2_move.m4a,null,,,,,,,,,,,,,,,,,,,,,,,,
welcome_dec,4,31743,0.0-4.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,1541.1,"<p>Howdy! In this experiment, you’ll be an explorer traveling through space to collect space treasure.</p><p>Your mission is to collect as much treasure as possible.</p><br><br><p><img src='run_exp/static/images/task_images/opening_img-01.jpg' height='300' width='auto'></p>",,,,,,,1,,,,,,,,,,,,,,,,,,
html-keyboard-response,5,32558,0.0-5.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,813,"<p>Howdy! In this experiment, you’ll be an explorer traveling through space to collect space treasure.</p><p>Your mission is to collect as much treasure as possible.</p><br><br><p><img src='run_exp/static/images/task_images/opening_img-01.jpg' height='300' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,,,
instruc_goal,6,42788,0.0-6.0-0.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,null,run_exp/static/audio/clip_3_goal.m4a,null,"<p> As a space explorer, you’ll visit different planets to dig for space treasure, these pink gems.</p> <p> The more treasure you dig up, the more bonus money you’ll win! </p><br><br><p><img src='run_exp/static/images/task_images/pink_gem.jpg' height='300' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,,,
instruc_goal,7,44261,0.0-6.0-1.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,1471.2,"<p> As a space explorer, you’ll visit different planets to dig for space treasure, these pink gems.</p> <p> The more treasure you dig up, the more bonus money you’ll win! </p><br><br><p><img src='run_exp/static/images/task_images/pink_gem.jpg' height='300' width='auto'></p>",,,,,,,1,,,,,,,,,,,,,,,,,,
html-keyboard-response,8,44663,0.0-6.0-2.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,400.5,"<p> As a space explorer, you’ll visit different planets to dig for space treasure, these pink gems.</p> <p> The more treasure you dig up, the more bonus money you’ll win! </p><br><br><p><img src='run_exp/static/images/task_images/pink_gem.jpg' height='300' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,,,
instruc_dig,9,60838,0.0-7.0-0.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,null,run_exp/static/audio/clip_4_dig.m4a,null,,,,,,,100,,,,,,,,,,,,,,,,,
instruc_dig_try,10,61844,0.0-7.0-1.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,1004.6,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",65,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",,,,,,100,,,,,,,,,,,,,,,,,
dig_prac,11,63856,0.0-7.0-2.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2000000011175871},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":676.2000000011176},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.2000000011176}]",[],,,,,,,,,,,,,,,
instruc_travel,12,100277,0.0-7.0-3.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,null,run_exp/static/audio/clip_5_travel.m4a,null,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,,,
instruc_travel_try,13,103098,0.0-7.0-4.0,"""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2247""
","
",,2819.4,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",76,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,,,
